Transcript PK, Syllable PK, Sequence PK
ɪk'spləʊʒən, yk, 1
ɪk'spləʊʒən, əʊʒ, 2
ɪk'spləʊʒən, ən, 3
ɪksaɪtmənt, yk, 1
ɪksaɪtmənt, aɪt, 2
ɪksaɪtmənt, ən, 3
ɪkskwɪzɪt, yk, 1
ɪkskwɪzɪt, yz, 2
ɪkskwɪzɪt, yt, 3
ɪksˈtʃeɪndʒ, yk, 1
ɪksˈtʃeɪndʒ, eɪn, 2
ɪkwɪpmənt, yk, 1
ɪkwɪpmənt, yp, 2
ɪkwɪpmənt, ən, 3
ɪkwɪvələnt, yk, 1
ɪkwɪvələnt, yv, 2
ɪkwɪvələnt, əl, 3
ɪkwɪvələnt, ən, 4
ɪkˈsaɪtɪd, yk, 1
ɪkˈsaɪtɪd, aɪt, 2
ɪkˈsaɪtɪd, yd, 3
ɪkˈsepʃ(ə)n, yk, 1
ɪkˈsepʃ(ə)n, ep, 2
ɪkˈsepʃ(ə)n, ən, 3
ɪkˈses, yk, 1
ɪkˈses, es, 2
ɪkˈsiːd, yk, 1
ɪkˈsiːd, iːd, 2
ɪkˈskluːd, yk, 1
ɪkˈskluːd, uːd, 2
ɪkˈskluːdɪŋ, yk, 1
ɪkˈskluːdɪŋ, uːd, 2
ɪkˈskluːdɪŋ, yŋ, 3
ɪkˈskluːʒ(ə)n, yk, 1
ɪkˈskluːʒ(ə)n, uːʒ, 2
ɪkˈskluːʒ(ə)n, ən, 3
ɪkˈspaɪə(r), yk, 1
ɪkˈspaɪə(r), ɪər, 2
ɪkˈspekt, yk, 1
ɪkˈspekt, ek, 2
ɪkˈspektɪd, yk, 1
ɪkˈspektɪd, ek, 2
ɪkˈspektɪd, yd, 3
ɪkˈspendɪtʃə(r), yk, 1
ɪkˈspendɪtʃə(r), en, 2
ɪkˈspendɪtʃə(r), ytʃ, 3
ɪkˈspendɪtʃə(r), ər, 4
ɪkˈspens, yk, 1
ɪkˈspens, en, 2
ɪkˈsperɪmənt, yk, 1
ɪkˈsperɪmənt, er, 2
ɪkˈsperɪmənt, ym, 3
ɪkˈsperɪmənt, ən, 4
ɪkˈspleɪn, yk, 1
ɪkˈspleɪn, eɪn, 2
ɪkˈsplɔɪt, yk, 1
ɪkˈsplɔɪt, ɔɪt, 2
ɪkˈspləʊd, yk, 1
ɪkˈspləʊd, əʊd, 2
ɪkˈspləʊdɪd, yk, 1
ɪkˈspləʊdɪd, əʊd, 2
ɪkˈspləʊdɪd, yd, 3
ɪkˈspres, yk, 1
ɪkˈspres, es, 2
ɪkˈspreʃ(ə)n, yk, 1
ɪkˈspreʃ(ə)n, eʃ, 2
ɪkˈspreʃ(ə)n, ən, 3
ɪkˈspænd, yk, 1
ɪkˈspænd, æn, 2
ɪkˈspænʃ(ə)n, yk, 1
ɪkˈspænʃ(ə)n, æn, 2
ɪkˈspænʃ(ə)n, ən, 3
ɪkˈspænʃ(ə)nɪst, yk, 1
ɪkˈspænʃ(ə)nɪst, æn, 2
ɪkˈspænʃ(ə)nɪst, ən, 3
ɪkˈspænʃ(ə)nɪst, ys, 4
ɪkˈspɔː(r)tə(r), yk, 1
ɪkˈspɔː(r)tə(r), ɔːr, 2
ɪkˈspɔː(r)tə(r), ər, 3
ɪkˈspəʊz, yk, 1
ɪkˈspəʊz, əʊz, 2
ɪkˈspəʊzd, yk, 1
ɪkˈspəʊzd, əʊz, 2
ɪkˈspɪəriəns, yk, 1
ɪkˈspɪəriəns, ɪər, 2
ɪkˈspɪəriənst, yk, 1
ɪkˈspɪəriənst, ɪər, 2
ɪkˈstend, yk, 1
ɪkˈstend, en, 2
ɪkˈstendɪd, yk, 1
ɪkˈstendɪd, en, 2
ɪkˈstendɪd, yd, 3
ɪkˈstenʃ(ə)n, yk, 1
ɪkˈstenʃ(ə)n, en, 2
ɪkˈstenʃ(ə)n, ən, 3
ɪkˈstrækt, yk, 1
ɪkˈstrækt, æk, 2
ɪl, yl, 1
ɪlektrɒn, yl, 1
ɪlektrɒn, ek, 2
ɪlektrɒn, ɒn, 3
ɪlektrɒnɪks, yl, 1
ɪlektrɒnɪks, ek, 2
ɪlektrɒnɪks, ɒn, 3
ɪlektrɒnɪks, yk, 4
ɪlektrɪsɪti, yl, 1
ɪlektrɪsɪti, ek, 2
ɪlektrɪsɪti, ys, 3
ɪlektrɪsɪti, yt, 4
ɪlektərəl, yl, 1
ɪlektərəl, ek, 2
ɪlektərəl, ər, 3
ɪlektərəl, əl, 4
ɪmbærəsmənt, ym, 1
ɪmbærəsmənt, ær, 2
ɪmbærəsmənt, əs, 3
ɪmbærəsmənt, ən, 4
ɪmbærəsɪŋ, ym, 1
ɪmbærəsɪŋ, ær, 2
ɪmbærəsɪŋ, əs, 3
ɪmbærəsɪŋ, yŋ, 4
ɪmens, ym, 1
ɪmens, en, 2
ɪmiːdiət, ym, 1
ɪmiːdiət, iːd, 2
ɪmiːdiətli, ym, 1
ɪmiːdiətli, iːd, 2
ɪmplɪsɪt, ym, 1
ɪmplɪsɪt, ys, 2
ɪmplɪsɪt, yt, 3
ɪmprəpraɪɪti, ym, 1
ɪmprəpraɪɪti, əp, 2
ɪmpɒsɪbəl, ym, 1
ɪmpɒsɪbəl, ɒs, 2
ɪmpɒsɪbəl, yb, 3
ɪmpɒsɪbəl, əl, 4
ɪmpɪəriəs, ym, 1
ɪmpɪəriəs, ɪər, 2
ɪmædʒɪn, ym, 1
ɪmædʒɪn, ædʒ, 2
ɪmædʒɪn, yn, 3
ɪmˈbjuː, ym, 1
ɪmˈbreɪs, ym, 1
ɪmˈbreɪs, eɪs, 2
ɪmˈbrɔɪld, ym, 1
ɪmˈbrɔɪld, ɔɪl, 2
ɪmˈbæləns, ym, 1
ɪmˈbæləns, æl, 2
ɪmˈbæləns, ən, 3
ɪmˈbɑː(r)ɡəʊ, ym, 1
ɪmˈbɑː(r)ɡəʊ, ɑːr, 2
ɪmˈbɒdi, ym, 1
ɪmˈbɒdi, ɒd, 2
ɪmˈbɒst, ym, 1
ɪmˈbɒst, ɒs, 2
ɪmˈperətɪv, ym, 1
ɪmˈperətɪv, er, 2
ɪmˈperətɪv, ət, 3
ɪmˈperətɪv, yv, 4
ɪmˈpeə(r)d, ym, 1
ɪmˈpeə(r)d, eər, 2
ɪmˈpeə(r)mənt, ym, 1
ɪmˈpeə(r)mənt, eər, 2
ɪmˈpeə(r)mənt, ən, 3
ɪmˈpiːd, ym, 1
ɪmˈpiːd, iːd, 2
ɪmˈplaɪ, ym, 1
ɪmˈplaɪd, ym, 1
ɪmˈplaɪd, aɪd, 2
ɪmˈplɔɪ, ym, 1
ɪmˈplɔɪiː, ym, 1
ɪmˈplɔɪə(r), ym, 1
ɪmˈplɔɪə(r), ɪər, 2
ɪmˈpləʊd, ym, 1
ɪmˈpləʊd, əʊd, 2
ɪmˈprest, ym, 1
ɪmˈprest, es, 2
ɪmˈpruːv, ym, 1
ɪmˈpruːv, uːv, 2
ɪmˈpruːvd, ym, 1
ɪmˈpruːvd, uːv, 2
ɪmˈpruːvmənt, ym, 1
ɪmˈpruːvmənt, uːv, 2
ɪmˈpruːvmənt, ən, 3
ɪmˈpæktɪd, ym, 1
ɪmˈpæktɪd, æk, 2
ɪmˈpæktɪd, yd, 3
ɪmˈpɔː(r)tə(r), ym, 1
ɪmˈpɔː(r)tə(r), ɔːr, 2
ɪmˈpɔː(r)tə(r), ər, 3
ɪmˈpəʊz, ym, 1
ɪmˈpəʊz, əʊz, 2
ɪmˈpəʊzɪŋ, ym, 1
ɪmˈpəʊzɪŋ, əʊz, 2
ɪmˈpəʊzɪŋ, yŋ, 3
ɪn, yn, 1
ɪn'geɪdʒmənt, yn, 1
ɪn'geɪdʒmənt, eɪdʒ, 2
ɪn'geɪdʒmənt, ən, 3
ɪn'strʌkʃənz, yn, 1
ɪn'strʌkʃənz, ʌk, 2
ɪn'strʌkʃənz, ən, 3
ɪn'telɪdʒəns, yn, 1
ɪn'telɪdʒəns, el, 2
ɪn'telɪdʒəns, ydʒ, 3
ɪn'telɪdʒəns, ən, 4
ɪndiən, yn, 1
ɪndɔː(r), yn, 1
ɪndɔː(r), ɔːr, 2
ɪndələnt, yn, 1
ɪndələnt, əl, 2
ɪndələnt, ən, 3
ɪndʌldʒ, yn, 1
ɪndʌldʒ, ʌl, 2
ɪndʒɔɪmənt, yn, 1
ɪndʒɔɪmənt, ɔɪm, 2
ɪndʒɔɪmənt, ən, 3
ɪnfɔː(r)m, yn, 1
ɪnfɔː(r)m, ɔːr, 2
ɪngeɪdʒ, yn, 1
ɪngeɪdʒ, eɪdʒ, 2
ɪnjuːməreɪt, yn, 1
ɪnjuːməreɪt, uːm, 2
ɪnjuːməreɪt, ər, 3
ɪnjuːməreɪt, eɪt, 4
ɪnkredɪbəl, yn, 1
ɪnkredɪbəl, ed, 2
ɪnkredɪbəl, yb, 3
ɪnkredɪbəl, əl, 4
ɪnkrʌstɪd, yn, 1
ɪnkrʌstɪd, ʌs, 2
ɪnkrʌstɪd, yd, 3
ɪnroʊl, yn, 1
ɪnsted, yn, 1
ɪnsted, ed, 2
ɪnsʌfrəbəl, yn, 1
ɪnsʌfrəbəl, ʌf, 2
ɪnsʌfrəbəl, əb, 3
ɪnsʌfrəbəl, əl, 4
ɪntaɪə(r), yn, 1
ɪntaɪə(r), ɪər, 2
ɪntaɪə(r)li, yn, 1
ɪntaɪə(r)li, ɪər, 2
ɪntelɪdʒənt, yn, 1
ɪntelɪdʒənt, el, 2
ɪntelɪdʒənt, ydʒ, 3
ɪntelɪdʒənt, ən, 4
ɪntu:, yn, 1
ɪntæŋgəld, yn, 1
ɪntæŋgəld, æŋ, 2
ɪntæŋgəld, əl, 3
ɪntʃ, yn, 1
ɪnvaɪərənmənt, yn, 1
ɪnvaɪərənmənt, ɪər, 2
ɪnvaɪərənmənt, ən, 3
ɪnvaɪərənmənt, ən, 4
ɪnvoʊk, yn, 1
ɪnɔː(r)məs, yn, 1
ɪnɔː(r)məs, ɔːr, 2
ɪnɔː(r)məs, əs, 3
ɪnɪʃəli, yn, 1
ɪnɪʃəli, yʃ, 2
ɪnɪʃəli, əl, 3
ɪnʃʊərəns, yn, 1
ɪnʃʊərəns, ʊər, 2
ɪnʃʊərəns, ən, 3
ɪnʌnsieɪt, yn, 1
ɪnʌnsieɪt, ʌn, 2
ɪnʌnsieɪt, eɪt, 3
ɪnˈdaʊmənt, yn, 1
ɪnˈdaʊmənt, aʊm, 2
ɪnˈdaʊmənt, ən, 3
ɪnˈdaʊmənts, yn, 1
ɪnˈdaʊmənts, aʊm, 2
ɪnˈdaʊmənts, ən, 3
ɪnˈdjuːs, yn, 1
ɪnˈdjuːs, uːs, 2
ɪnˈdɔː(r)s, yn, 1
ɪnˈdɔː(r)s, ɔːr, 2
ɪnˈdɔː(r)smənt, yn, 1
ɪnˈdɔː(r)smənt, ɔːr, 2
ɪnˈdɔː(r)smənt, ən, 3
ɪnˈdʌstriəl, yn, 1
ɪnˈdʌstriəl, ʌs, 2
ɪnˈdʌstriəlaɪzd, yn, 1
ɪnˈdʌstriəlaɪzd, ʌs, 2
ɪnˈdʌstriəlaɪzd, aɪz, 3
ɪnˈdʒekt, yn, 1
ɪnˈdʒekt, ek, 2
ɪnˈdʒekʃ(ə)n, yn, 1
ɪnˈdʒekʃ(ə)n, ek, 2
ɪnˈdʒekʃ(ə)n, ən, 3
ɪnˈdʒɔɪ, yn, 1
ɪnˈeɪb(ə)lɪŋ, yn, 1
ɪnˈeɪb(ə)lɪŋ, eɪb, 2
ɪnˈeɪb(ə)lɪŋ, əl, 3
ɪnˈeɪb(ə)lɪŋ, yŋ, 4
ɪnˈfleɪtɪd, yn, 1
ɪnˈfleɪtɪd, eɪt, 2
ɪnˈfleɪtɪd, yd, 3
ɪnˈflɪkt, yn, 1
ɪnˈflɪkt, yk, 2
ɪnˈfrækʃ(ə)n, yn, 1
ɪnˈfrækʃ(ə)n, æk, 2
ɪnˈfrækʃ(ə)n, ən, 3
ɪnˈfrɪndʒ, yn, 1
ɪnˈfrɪndʒ, yn, 2
ɪnˈfɔː(r)md, yn, 1
ɪnˈfɔː(r)md, ɔːr, 2
ɪnˈherɪt, yn, 1
ɪnˈherɪt, er, 2
ɪnˈherɪt, yt, 3
ɪnˈherɪtɪd, yn, 1
ɪnˈherɪtɪd, er, 2
ɪnˈherɪtɪd, yt, 3
ɪnˈherɪtɪd, yd, 4
ɪnˈhɑːns, yn, 1
ɪnˈhɑːns, ɑːn, 2
ɪnˈhɑːnst, yn, 1
ɪnˈhɑːnst, ɑːn, 2
ɪnˈklaɪnd, yn, 1
ɪnˈklaɪnd, aɪn, 2
ɪnˈkluːd, yn, 1
ɪnˈkluːd, uːd, 2
ɪnˈkluːdɪd, yn, 1
ɪnˈkluːdɪd, uːd, 2
ɪnˈkluːdɪd, yd, 3
ɪnˈkluːdɪŋ, yn, 1
ɪnˈkluːdɪŋ, uːd, 2
ɪnˈkluːdɪŋ, yŋ, 3
ɪnˈkriːs, yn, 1
ɪnˈkriːs, iːs, 2
ɪnˈkriːst, yn, 1
ɪnˈkriːst, iːs, 2
ɪnˈkrɪpt, yn, 1
ɪnˈkrɪpt, yp, 2
ɪnˈkwaɪəri, yn, 1
ɪnˈkwaɪəri, ɪər, 2
ɪnˈkæmpmənt, yn, 1
ɪnˈkæmpmənt, æm, 2
ɪnˈkæmpmənt, ən, 3
ɪnˈkɔː(r)pəreɪt, yn, 1
ɪnˈkɔː(r)pəreɪt, ɔːr, 2
ɪnˈkɔː(r)pəreɪt, ər, 3
ɪnˈkɔː(r)pəreɪt, eɪt, 4
ɪnˈkɔː(r)pəˌreɪtɪd, yn, 1
ɪnˈkɔː(r)pəˌreɪtɪd, ɔːr, 2
ɪnˈkɔː(r)pəˌreɪtɪd, ər, 3
ɪnˈkɔː(r)pəˌreɪtɪd, eɪt, 4
ɪnˈkɔː(r)pəˌreɪtɪd, yd, 5
ɪnˈkɜː(r), yn, 1
ɪnˈkɜː(r), ɜːr, 2
ɪnˈkʌmpəs, yn, 1
ɪnˈkʌmpəs, ʌm, 2
ɪnˈkʌmpəs, əs, 3
ɪnˈkʌrɪdʒ, yn, 1
ɪnˈkʌrɪdʒ, ʌr, 2
ɪnˈkʌrɪdʒ, ydʒ, 3
ɪnˈkʌrɪdʒd, yn, 1
ɪnˈkʌrɪdʒd, ʌr, 2
ɪnˈkʌrɪdʒd, ydʒ, 3
ɪnˈkʌrɪdʒɪŋ, yn, 1
ɪnˈkʌrɪdʒɪŋ, ʌr, 2
ɪnˈkʌrɪdʒɪŋ, ydʒ, 3
ɪnˈkʌrɪdʒɪŋ, yŋ, 4
ɪnˈlɪstɪd, yn, 1
ɪnˈlɪstɪd, ys, 2
ɪnˈlɪstɪd, yd, 3
ɪnˈrəʊl, yn, 1
ɪnˈrəʊl, əʊl, 2
ɪnˈrəʊlmənt, yn, 1
ɪnˈrəʊlmənt, əʊl, 2
ɪnˈrəʊlmənt, ən, 3
ɪnˈsentɪv, yn, 1
ɪnˈsentɪv, en, 2
ɪnˈsentɪv, yv, 3
ɪnˈsneə(r), yn, 1
ɪnˈsneə(r), eər, 2
ɪnˈspaɪə(r)d, yn, 1
ɪnˈspaɪə(r)d, ɪər, 2
ɪnˈstrʌkt, yn, 1
ɪnˈstrʌkt, ʌk, 2
ɪnˈstrʌkʃ(ə)n, yn, 1
ɪnˈstrʌkʃ(ə)n, ʌk, 2
ɪnˈstrʌkʃ(ə)n, ən, 3
ɪnˈstɔːl, yn, 1
ɪnˈstɔːl, ɔːl, 2
ɪnˈsɪst, yn, 1
ɪnˈsɪst, ys, 2
ɪnˈtaɪsɪŋ, yn, 1
ɪnˈtaɪsɪŋ, aɪs, 2
ɪnˈtaɪsɪŋ, yŋ, 3
ɪnˈtaɪt(ə)ld, yn, 1
ɪnˈtaɪt(ə)ld, aɪt, 2
ɪnˈtaɪt(ə)ld, əl, 3
ɪnˈtend, yn, 1
ɪnˈtend, en, 2
ɪnˈtendɪd, yn, 1
ɪnˈtendɪd, en, 2
ɪnˈtendɪd, yd, 3
ɪnˈtensɪfaɪ, yn, 1
ɪnˈtensɪfaɪ, en, 2
ɪnˈtensɪfaɪ, yf, 3
ɪnˈtenʃ(ə)n, yn, 1
ɪnˈtenʃ(ə)n, en, 2
ɪnˈtenʃ(ə)n, ən, 3
ɪnˈteɪl, yn, 1
ɪnˈteɪl, eɪl, 2
ɪnˈtrʌst, yn, 1
ɪnˈtrʌst, ʌs, 2
ɪnˈtæŋɡ(ə)l, yn, 1
ɪnˈtæŋɡ(ə)l, æŋ, 2
ɪnˈtæŋɡ(ə)l, əl, 3
ɪnˈtɪmɪˌdeɪtɪŋ, yn, 1
ɪnˈtɪmɪˌdeɪtɪŋ, ym, 2
ɪnˈtɪmɪˌdeɪtɪŋ, yd, 3
ɪnˈtɪmɪˌdeɪtɪŋ, eɪt, 4
ɪnˈtɪmɪˌdeɪtɪŋ, yŋ, 5
ɪnˈtʃɑːntɪd, yn, 1
ɪnˈtʃɑːntɪd, ɑːn, 2
ɪnˈtʃɑːntɪd, yd, 3
ɪnˈvaɪt, yn, 1
ɪnˈvaɪt, aɪt, 2
ɪnˈves(t)mənt, yn, 1
ɪnˈves(t)mənt, es, 2
ɪnˈves(t)mənt, ən, 3
ɪnˈvest, yn, 1
ɪnˈvest, es, 2
ɪnˈvestə(r), yn, 1
ɪnˈvestə(r), es, 2
ɪnˈvestə(r), ər, 3
ɪnˈvestɪɡeɪt, yn, 1
ɪnˈvestɪɡeɪt, es, 2
ɪnˈvestɪɡeɪt, eɪt, 3
ɪnˈvestɪˌɡeɪtə(r), yn, 1
ɪnˈvestɪˌɡeɪtə(r), es, 2
ɪnˈvestɪˌɡeɪtə(r), eɪt, 3
ɪnˈvestɪˌɡeɪtə(r), ər, 4
ɪnˈvɒlv, yn, 1
ɪnˈvɒlv, ɒl, 2
ɪnˈvɒlvd, yn, 1
ɪnˈvɒlvd, ɒl, 2
ɪnˈækt, yn, 1
ɪnˈækt, æk, 2
ɪnˈɡeɪdʒd, yn, 1
ɪnˈɡeɪdʒd, eɪdʒ, 2
ɪnˈɡeɪdʒɪŋ, yn, 1
ɪnˈɡeɪdʒɪŋ, eɪdʒ, 2
ɪnˈɡeɪdʒɪŋ, yŋ, 3
ɪnˈʃɔː(r), yn, 1
ɪnˈʃɔː(r), ɔːr, 2
ɪnˈʃʊə(r), yn, 1
ɪnˈʃʊə(r), ʊər, 2
ɪnˈʃʊə(r)d, yn, 1
ɪnˈʃʊə(r)d, ʊər, 2
ɪnˈʃʊərə(r), yn, 1
ɪnˈʃʊərə(r), ʊər, 2
ɪnˈʃʊərə(r), ər, 3
ɪnˌvestɪˈɡeɪʃ(ə)n, yn, 1
ɪnˌvestɪˈɡeɪʃ(ə)n, es, 2
ɪnˌvestɪˈɡeɪʃ(ə)n, eɪʃ, 3
ɪnˌvestɪˈɡeɪʃ(ə)n, ən, 4
ɪnθjuːziæzəm, yn, 1
ɪnθjuːziæzəm, uːz, 2
ɪnθjuːziæzəm, əm, 3
ɪpɪtəmi, yp, 1
ɪpɪtəmi, yt, 2
ɪpɪtəmi, əm, 3
ɪreɪniən, yr, 1
ɪreɪniən, eɪn, 2
ɪroʊʒən, yr, 1
ɪroʊʒən, ən, 2
ɪrɪtəbəl, yr, 1
ɪrɪtəbəl, yt, 2
ɪrɪtəbəl, əb, 3
ɪrɪtəbəl, əl, 4
ɪsenʃəli, ys, 1
ɪsenʃəli, en, 2
ɪsenʃəli, əl, 3
ɪskeɪp, ys, 1
ɪskeɪp, eɪp, 2
ɪspeʃəli, ys, 1
ɪspeʃəli, eʃ, 2
ɪspeʃəli, əl, 3
ɪt, yt, 1
ɪts, yt, 1
ɪz, yz, 1
ɪzənt, yz, 1
ɪzənt, ən, 2
ɪŋglənd, yŋ, 1
ɪŋglənd, ən, 2
ɪŋglɪʃ, yŋ, 1
ɪŋglɪʃ, yʃ, 2
ɪɡˈnaɪt, aɪt, 1
ɪɡˈnɔː(r), ɔːr, 1
ɪɡˈzekjʊtɪv, ek, 1
ɪɡˈzekjʊtɪv, ʊt, 2
ɪɡˈzekjʊtɪv, yv, 3
ɪɡˈzempt, em, 1
ɪɡˈzempʃ(ə)n, em, 1
ɪɡˈzempʃ(ə)n, ən, 2
ɪɡˈzæmɪn, æm, 1
ɪɡˈzæmɪn, yn, 2
ɪɡˈzæmɪnə(r), æm, 1
ɪɡˈzæmɪnə(r), yn, 2
ɪɡˈzæmɪnə(r), ər, 3
ɪɡˈzæsə(r)beɪt, æs, 1
ɪɡˈzæsə(r)beɪt, ər, 2
ɪɡˈzæsə(r)beɪt, eɪt, 3
ɪɡˈzɑːmp(ə)l, ɑːm, 1
ɪɡˈzɑːmp(ə)l, əl, 2
ɪɡˈzɪbɪt, yb, 1
ɪɡˈzɪbɪt, yt, 2
ɪɡˈzɪst, ys, 1
ɪɡˈzɪstɪŋ, ys, 1
ɪɡˈzɪstɪŋ, yŋ, 2
ɪɡˌzæmɪˈneɪʃ(ə)n, æm, 1
ɪɡˌzæmɪˈneɪʃ(ə)n, yn, 2
ɪɡˌzæmɪˈneɪʃ(ə)n, eɪʃ, 3
ɪɡˌzæmɪˈneɪʃ(ə)n, ən, 4
ɪˈfekt, yf, 1
ɪˈfekt, ek, 2
ɪˈfɛkts, yf, 1
ɪˈfɪʃ(ə)nsi, yf, 1
ɪˈfɪʃ(ə)nsi, yʃ, 2
ɪˈfɪʃ(ə)nsi, ən, 3
ɪˈklɪps, yk, 1
ɪˈklɪps, yp, 2
ɪˈkweɪt, yk, 1
ɪˈkweɪt, eɪt, 2
ɪˈkɒnəmi, yk, 1
ɪˈkɒnəmi, ɒn, 2
ɪˈkɒnəmi, əm, 3
ɪˈkɒnəmɪst, yk, 1
ɪˈkɒnəmɪst, ɒn, 2
ɪˈkɒnəmɪst, əm, 3
ɪˈkɒnəmɪst, ys, 4
ɪˈlekt, yl, 1
ɪˈlekt, ek, 2
ɪˈlekt(ə)rət, yl, 1
ɪˈlekt(ə)rət, ek, 2
ɪˈlekt(ə)rət, ər, 3
ɪˈlekt(ə)rət, ət, 4
ɪˈlektə(r), yl, 1
ɪˈlektə(r), ek, 2
ɪˈlektə(r), ər, 3
ɪˈlekʃ(ə)n, yl, 1
ɪˈlekʃ(ə)n, ek, 2
ɪˈlekʃ(ə)n, ən, 3
ɪˈliːt, yl, 1
ɪˈliːt, iːt, 2
ɪˈliːɡ(ə)l, yl, 1
ɪˈliːɡ(ə)l, əl, 2
ɪˈluːd, yl, 1
ɪˈluːd, uːd, 2
ɪˈlæb(ə)rət, yl, 1
ɪˈlæb(ə)rət, æb, 2
ɪˈlæb(ə)rət, ər, 3
ɪˈlæb(ə)rət, ət, 4
ɪˈlɛktɪd, yl, 1
ɪˈlɛktɪd, yd, 2
ɪˈlɪmɪneɪt, yl, 1
ɪˈlɪmɪneɪt, ym, 2
ɪˈlɪmɪneɪt, yn, 3
ɪˈlɪmɪneɪt, eɪt, 4
ɪˈmɜː(r)dʒ, ym, 1
ɪˈmɜː(r)dʒ, ɜːr, 2
ɪˈmɜː(r)dʒ(ə)nsi, ym, 1
ɪˈmɜː(r)dʒ(ə)nsi, ɜːr, 2
ɪˈmɜː(r)dʒ(ə)nsi, ən, 3
ɪˈmɜː(r)dʒɪŋ, ym, 1
ɪˈmɜː(r)dʒɪŋ, ɜːr, 2
ɪˈmɜː(r)dʒɪŋ, yŋ, 3
ɪˈmɪʃ(ə)n, ym, 1
ɪˈmɪʃ(ə)n, yʃ, 2
ɪˈmɪʃ(ə)n, ən, 3
ɪˈnæmə(r)d, yn, 1
ɪˈnæmə(r)d, æm, 2
ɪˈnæmə(r)d, ər, 3
ɪˈnɪʃ(ə)l, yn, 1
ɪˈnɪʃ(ə)l, yʃ, 2
ɪˈnɪʃ(ə)l, əl, 3
ɪˈnɪʃieɪt, yn, 1
ɪˈnɪʃieɪt, yʃ, 2
ɪˈnɪʃieɪt, eɪt, 3
ɪˈnɪʃətɪv, yn, 1
ɪˈnɪʃətɪv, yʃ, 2
ɪˈnɪʃətɪv, ət, 3
ɪˈnɪʃətɪv, yv, 4
ɪˈreɪz, yr, 1
ɪˈreɪz, eɪz, 2
ɪˈrəʊd, yr, 1
ɪˈrəʊd, əʊd, 2
ɪˈrʌpt, yr, 1
ɪˈrʌpt, ʌp, 2
ɪˈsteɪt, ys, 1
ɪˈsteɪt, eɪt, 2
ɪˈstiːmd, ys, 1
ɪˈstiːmd, iːm, 2
ɪˈstæblɪʃ, ys, 1
ɪˈstæblɪʃ, æb, 2
ɪˈstæblɪʃ, yʃ, 3
ɪˈstæblɪʃmənt, ys, 1
ɪˈstæblɪʃmənt, æb, 2
ɪˈstæblɪʃmənt, yʃ, 3
ɪˈstæblɪʃmənt, ən, 4
ɪˈstæblɪʃt, ys, 1
ɪˈstæblɪʃt, æb, 2
ɪˈstæblɪʃt, yʃ, 3
ɪˈtæliən, yt, 1
ɪˈtæliən, æl, 2
ɪˈvent, yv, 1
ɪˈvent, en, 2
ɪˈvæljueɪt, yv, 1
ɪˈvæljueɪt, æl, 2
ɪˈvæljueɪt, eɪt, 3
ɪˈvæpəreɪt, yv, 1
ɪˈvæpəreɪt, æp, 2
ɪˈvæpəreɪt, ər, 3
ɪˈvæpəreɪt, eɪt, 4
ɪˈvɒlv, yv, 1
ɪˈvɒlv, ɒl, 2
ɪˌreɡjʊˈlærəti, yr, 1
ɪˌreɡjʊˈlærəti, ʊl, 2
ɪˌreɡjʊˈlærəti, ær, 3
ɪˌreɡjʊˈlærəti, ət, 4
ɪˌventʃuˈæləti, yv, 1
ɪˌventʃuˈæləti, en, 2
ɪˌventʃuˈæləti, ət, 3
ɪˌvæljuˈeɪʃ(ə)n, yv, 1
ɪˌvæljuˈeɪʃ(ə)n, æl, 2
ɪˌvæljuˈeɪʃ(ə)n, eɪʃ, 3
ɪˌvæljuˈeɪʃ(ə)n, ən, 4
ʃaɪni, aɪn, 1
ʃaɪnɪŋ, aɪn, 1
ʃaɪnɪŋ, yŋ, 2
ʃaʊt, aʊt, 1
ʃaʊtɪd, aʊt, 1
ʃaʊtɪd, yd, 2
ʃed, ed, 1
ʃel, el, 1
ʃelv, el, 1
ʃeə(r), eər, 1
ʃeɪk, eɪk, 1
ʃeɪki, eɪk, 1
ʃeɪkɪŋ, eɪk, 1
ʃeɪkɪŋ, yŋ, 2
ʃeɪp, eɪp, 1
ʃeɪpt, eɪp, 1
ʃeɪv, eɪv, 1
ʃiːld, iːl, 1
ʃiːt, iːt, 1
ʃoʊldə(r), ər, 1
ʃriːk, iːk, 1
ʃrɪŋk, yŋ, 1
ʃuːt, uːt, 1
ʃædəʊ, æd, 1
ʃæl, æl, 1
ʃæloʊz, æl, 1
ʃæmpeɪn, æm, 1
ʃæmpeɪn, eɪn, 2
ʃætoʊ, æt, 1
ʃætə(r)d, æt, 1
ʃætə(r)d, ər, 2
ʃɑː(r)p, ɑːr, 1
ʃɑːft, ɑːf, 1
ʃɒk, ɒk, 1
ʃɒkt, ɒk, 1
ʃɒn, ɒn, 1
ʃɒp, ɒp, 1
ʃɒt, ɒt, 1
ʃɔrtkʌt, ʌt, 1
ʃɔː(r), ɔːr, 1
ʃɔː(r)t, ɔːr, 1
ʃɔː(r)ts, ɔːr, 1
ʃɜː(r)t, ɜːr, 1
ʃɪft, yf, 1
ʃɪp, yp, 1
ʃɪvə(r), yv, 1
ʃɪvə(r), ər, 2
ʃɪə(r), ɪər, 1
ʃʊd, ʊd, 1
ʃʊk, ʊk, 1
ʃʊə(r)li, ʊər, 1
ʃʌdə(r), ʌd, 1
ʃʌdə(r), ər, 2
ʃʌn, ʌn, 1
